,Questionario_Quantidade_Somado,Forum_TempoUso_Somado,Log_Post_Quantidade_Somado,Questionario_TempoUso_Somado,Login_Quantidade,Turno_TempoUsoTotal_Somado,Evadido,CodigoTurma
0,1,2069,11,1467,5,12793,1,4912
1,1,4212,20,2392,12,32054,0,4428
2,0,0,0,0,0,2027,1,4428
3,0,308,2,630,3,6228,0,4428
4,0,658,5,215,3,13692,1,4428
5,1,3700,20,3287,13,21431,0,4428
6,1,1712,15,1357,13,19295,0,4428
7,1,1043,8,1110,18,20447,0,4428
8,1,859,12,2830,15,14100,1,4428
9,1,0,8,1553,3,11215,0,4428
10,1,3969,15,2575,10,23749,0,4428
11,1,2268,16,2811,4,13077,1,4428
12,1,0,16,2131,13,9906,1,4429
13,1,670,23,1966,7,14861,1,4429
14,1,1860,16,2578,20,21621,0,4429
15,1,1208,12,865,11,12644,1,4429
16,1,4538,27,2008,24,32085,0,4429
17,1,6104,58,2795,49,46123,1,4429
18,1,2460,19,1145,13,21935,1,4429
19,1,7536,15,1789,29,32514,0,4429
20,1,1711,42,1299,11,20861,0,4429
21,1,3321,43,1979,11,28665,1,4429
22,0,1172,4,0,1,9948,1,4429
23,1,608,7,245,5,14988,0,4429
24,1,319,5,405,9,16799,0,4429
25,0,0,1,0,0,3929,1,4428
26,1,1892,14,935,18,26192,0,4428
27,1,2498,16,1498,9,12321,0,4428
28,0,300,13,18,4,66898,0,4428
29,1,3460,14,959,14,28411,0,4428
30,1,11432,20,1578,29,41313,0,4428
31,1,4902,19,1620,34,26856,0,4428
32,1,11936,38,5295,43,67985,0,4428
33,0,0,1,0,0,3293,1,4428
34,0,447,2,0,5,6934,0,4428
35,0,0,0,0,0,0,1,4428
36,1,5110,20,988,9,19409,0,4224
37,1,405,9,810,4,15562,0,4224
38,0,158,12,747,5,20366,1,4224
39,1,5962,12,3501,32,23657,0,4224
40,1,1338,12,557,8,11922,0,4224
41,1,2742,15,2336,16,25379,0,4224
42,1,3206,13,1804,20,15254,0,4224
43,1,1241,17,616,15,29636,0,4224
44,1,2426,16,2203,29,25472,0,4224
45,1,3470,24,2521,16,33612,0,4224
46,1,3795,26,1955,12,21917,0,4224
47,1,7988,15,1395,32,43036,0,4224
48,1,3536,14,1899,14,21906,0,4224
49,1,2085,44,3732,33,40079,0,4224
50,1,8107,22,1343,30,45422,0,4224
51,1,4627,11,738,22,20322,0,4224
52,1,2032,16,1810,11,26677,0,4224
53,1,2349,27,1505,15,28755,0,4224
54,1,1621,26,1425,5,24672,0,4224
55,1,8692,93,6865,43,55702,0,4224
56,1,1562,15,836,9,11197,0,4224
57,1,1177,7,850,7,14003,0,4429
58,1,5522,18,1109,26,22935,0,4429
59,1,4314,33,1080,8,34484,0,4429
60,1,4266,24,2117,13,26112,1,4429
61,1,0,8,1112,2,7433,1,4429
62,1,12500,19,1509,23,31204,0,4429
63,1,1070,28,1213,9,30818,1,4429
64,0,0,2,0,0,4255,1,4429
65,0,0,0,0,0,0,1,4429
66,1,3953,13,1801,13,38124,0,4428
67,1,4723,9,1736,26,22459,1,4428
68,1,3511,12,737,7,18974,0,4428
69,1,3334,21,1103,13,21953,0,4428
70,0,552,14,0,2,23154,1,4428
71,1,3904,11,1229,16,21735,0,4428
72,0,0,1,0,0,5115,1,4428
73,1,6691,17,2683,34,33623,1,4428
74,1,2308,38,1058,16,33670,0,4429
75,1,10310,26,2451,33,46821,0,4429
76,1,4511,30,1989,14,35164,0,4429
77,1,1741,16,2043,10,15235,1,4429
78,0,0,0,0,0,0,1,4429
79,1,6276,20,1743,55,31046,0,4429
80,1,7318,28,869,27,36158,0,4429
81,1,2589,24,1260,6,22318,0,4429
82,1,3730,45,724,9,24007,1,4429
83,1,5839,23,947,14,29464,0,4429
84,1,5223,22,1087,16,36738,0,4429
85,1,8552,140,583,15,35348,0,4429
86,1,213,12,955,8,13936,1,4429
87,1,1824,71,3302,6,27860,1,4429
88,1,3932,17,2282,14,19758,1,4429
89,1,2435,9,1724,19,18117,0,4429
90,1,3693,23,1644,12,16381,0,4429
91,1,4046,24,1370,16,27425,0,4429
92,1,4105,25,2107,29,33506,0,4429
93,0,0,1,0,0,7302,1,4429
94,1,2473,10,1809,13,21827,0,4429
95,1,1417,24,1705,6,14330,0,4429
96,0,0,0,0,1,2898,1,4429
97,1,4354,20,801,11,27492,0,4429
98,1,7294,36,1696,15,24942,0,4429
99,1,5065,31,2404,22,29004,1,4429
100,1,6460,28,666,11,34139,0,4429
101,1,50,23,1692,10,23442,1,4429
102,1,980,11,1022,19,29507,0,4428
103,1,651,6,2049,4,14630,1,4429
104,1,388,7,824,11,15072,0,4428
105,0,0,4,0,2,6998,0,4428
106,1,446,9,942,8,10655,0,4428
107,1,937,5,952,10,12973,0,4428
108,1,1165,11,984,16,19678,0,4428
109,1,4350,28,1222,16,24376,0,4428
110,0,0,2,0,4,7676,1,4428
111,0,0,0,0,1,3955,1,4428
112,1,4686,12,865,18,27177,0,4428
113,1,6691,21,1831,19,34679,0,4428
114,1,686,8,660,10,17473,0,4428
115,1,578,22,1184,5,21000,0,4428
116,1,58,10,1342,14,11467,0,4428
117,1,90,19,1762,6,20860,0,4428
118,1,1158,15,1448,12,14161,0,4429
119,0,0,2,24,2,7559,1,4429
120,1,18743,20,516,25,45981,0,4429
121,1,3138,9,762,7,22734,0,4429
122,1,5355,32,3640,18,18368,0,4429
123,1,1741,22,2263,13,25668,0,4428
124,0,0,16,0,0,12221,1,4428
125,1,1260,13,2898,11,25492,0,4429
126,1,1395,20,1788,19,17962,0,4429
127,1,8810,49,2814,31,48231,0,4429
128,1,3818,22,1870,20,28059,0,4429
129,1,2531,11,812,15,19129,0,4429
130,0,6,2,0,1,8228,1,4429
131,0,0,3,0,0,6147,1,4429
132,0,303,5,0,0,8156,1,4429
133,1,13142,61,3180,27,50671,0,4429
134,1,1364,17,666,6,6530,1,4429
135,1,4732,21,1918,13,25670,1,4429
136,1,1535,14,1574,14,13461,0,4429
137,1,2550,9,140,9,11114,1,4429
138,1,1105,9,1151,7,11290,0,4428
139,1,990,17,879,7,18498,0,4428
140,1,6866,16,1165,13,32175,0,4428
141,1,7145,37,1095,24,34730,0,4429
142,1,4457,14,2301,15,18495,0,4428
143,1,1875,23,1214,16,16760,0,4428
144,1,2190,19,1504,9,33062,0,4428
145,1,5060,17,1725,25,26346,0,4428
146,1,1473,26,3944,7,18745,0,4428
147,1,6444,14,1363,19,32014,0,4428
148,1,3497,26,897,61,33985,0,4428
149,1,211,12,1269,9,10505,0,4428
150,1,3237,10,726,9,15121,0,4428
151,1,5850,26,1751,11,29061,0,4428
152,1,19827,35,2392,42,77146,0,4428
153,1,6311,40,4213,19,34650,0,4429
154,0,1234,12,0,0,16451,1,4429
155,0,0,1,0,0,3936,1,4428
156,1,0,8,1521,9,14314,0,4428
157,1,2929,10,1466,7,6722,1,4428
158,0,0,0,0,0,163,1,4428
159,1,2546,9,1183,8,9862,1,4428
160,1,9280,16,1686,28,39046,0,4428
161,0,0,0,0,0,3590,1,4428
162,0,416,3,315,1,8728,1,4428
163,0,0,0,0,0,0,1,4428
164,0,0,0,0,0,7645,1,4429
165,1,87,22,1437,3,11309,0,4429
166,1,1448,12,2929,8,13852,0,4429
167,0,0,15,0,1,21211,1,4429
168,1,1754,18,1529,6,11119,0,4428
169,1,4355,11,1611,7,16189,0,4428
170,1,407,16,617,3,7438,0,4428
171,1,1824,19,2274,4,6664,0,4428
172,1,2741,21,1078,6,16238,0,4428
173,1,3923,17,2973,31,39169,0,4428
174,1,1479,14,711,6,19983,0,4428
175,1,669,6,975,9,8572,0,4428
176,1,1504,17,636,16,24384,0,4428
177,0,0,3,585,0,11989,0,4428
178,1,2464,13,2406,9,17057,0,4428
179,0,0,3,0,2,16303,0,4428
180,1,4559,15,508,21,30498,0,4428
181,1,3646,22,2187,10,16511,0,4428
182,0,0,0,0,0,0,1,4428
183,0,973,7,53,11,12758,0,4428
184,1,3489,16,1440,7,20885,0,4428
185,1,3720,12,1186,12,17028,0,4428
186,1,1175,10,2439,12,18051,1,4428
187,1,2150,22,1808,7,19745,0,4224
188,1,4411,23,1364,27,26248,0,4224
189,1,2733,16,3464,5,23166,0,4224
190,1,8539,20,3145,27,34503,0,4224
191,1,2819,13,596,13,21084,0,4224
192,1,5878,40,2111,8,28294,0,4224
193,1,5768,37,2396,27,37495,0,4224
194,1,1311,14,1133,9,9504,0,4224
195,1,1716,36,2607,14,22240,0,4224
196,1,160,8,1014,5,13299,1,4224
197,1,1188,20,1336,4,21707,0,4224
198,0,5475,7,0,15,15416,0,4224
199,0,12804,14,1088,43,52728,0,4224
200,1,2191,26,2876,20,32098,0,4224
201,1,4990,22,2179,18,33067,0,4224
202,1,4008,17,813,21,41342,0,4224
203,1,4786,17,751,26,24215,0,4224
204,1,2413,23,2487,22,14895,0,4224
205,1,6470,15,1519,42,22124,0,4224
206,1,1129,8,1858,10,21813,0,4224
207,1,621,54,640,2,16247,0,4224
208,1,1307,21,3789,11,30236,0,4224
209,1,1418,21,1669,20,27231,0,4224
210,1,8750,13,2035,44,38111,0,4224
211,1,7599,12,3627,15,36787,0,4224
212,1,4317,77,1231,24,38388,0,4224
213,0,0,0,0,1,1009,1,4224
214,1,1708,10,838,5,10192,1,4224
215,1,2010,18,855,14,17915,0,4224
216,1,2936,16,1151,14,19293,0,4224
217,1,756,11,912,12,23072,1,4224
218,1,1295,10,823,10,25457,0,4224
219,1,4128,32,833,18,33912,1,4224
220,1,4525,40,5463,42,26385,0,4224
221,1,3904,31,979,28,23356,1,4224
222,1,5898,17,2048,13,28535,1,4224
223,1,2059,37,3842,9,17392,0,4224
224,0,0,4,0,0,2538,1,4224
225,1,523,9,1175,5,16082,0,4224
226,1,664,15,1267,7,14360,0,4224
227,1,4089,15,3318,8,22723,0,4224
228,1,1284,17,1591,40,29818,0,4224
229,1,2345,11,942,3,23879,0,4224
230,1,3292,13,880,12,24925,0,4224
231,0,0,2,0,0,1690,1,4224
232,1,225,17,2076,8,19969,0,4224
233,1,3037,64,3219,7,27782,0,4224
234,1,4723,40,3210,19,32582,0,4224
235,1,3869,14,1105,13,15458,1,4224
236,1,1237,30,1534,5,25752,0,4224
237,0,2162,17,54,15,21060,0,4224
238,1,0,14,1859,3,12810,0,4224
239,1,5413,18,2506,17,21818,0,4224
240,1,3072,18,1576,21,31319,0,4224
241,1,2575,22,2814,11,24646,0,4224
242,0,0,0,0,0,0,1,4224
243,0,0,0,0,0,0,1,4224
244,1,2726,9,1827,6,15789,0,4224
245,1,785,18,1985,7,23421,1,4224
246,1,6056,13,1161,27,30327,0,4224
247,1,2398,15,1673,15,19138,1,4224
248,1,3985,15,556,12,30127,0,4224
249,1,4665,11,1419,9,22483,0,4224
250,1,7173,13,1396,15,16988,0,4224
251,1,4553,32,717,7,20053,0,4224
252,1,3155,20,2280,35,33353,0,4224
253,1,7815,30,1839,62,42994,0,4224
254,1,783,24,1771,7,25996,0,4912
255,1,1193,19,1786,7,12993,0,4912
256,1,5473,26,1757,13,32430,0,4912
257,1,2665,19,2346,14,21593,0,4912
258,1,5595,27,1563,29,41688,0,4912
259,1,2889,9,2856,11,24139,0,4912
260,0,39,2,0,4,9281,0,4912
261,1,6713,14,2156,29,35435,0,4912
262,1,2623,38,4716,19,26272,0,4912
263,1,10322,48,1830,40,37567,0,4912
264,1,5148,13,1420,15,23691,0,4912
265,0,1251,32,693,13,31236,0,4912
266,1,269,20,3697,13,19576,0,4912
267,1,1881,23,1774,29,18165,0,4912
268,1,1710,17,2176,11,17991,0,4912
269,1,2312,21,1190,11,20639,0,4912
270,1,2,5,1486,8,10204,1,4912
271,1,3020,17,2566,12,17668,0,4912
272,1,46,24,2591,16,16915,0,4912
273,1,1691,29,2391,7,27005,0,4912
274,0,300,4,101,1,11000,1,4912
275,0,0,1,10,4,5981,1,4912
276,1,4617,17,1610,23,28529,0,4912
277,1,2891,10,1266,11,19798,0,4912
278,1,3012,10,1130,16,23459,0,4912
279,1,1503,12,943,14,16278,0,4912
280,1,1577,9,379,7,12642,1,4912
281,1,1340,11,1127,14,22262,1,4912
282,1,5109,16,973,27,27984,0,4912
283,1,4621,38,2955,47,21225,0,4912
284,1,1081,12,735,6,8648,0,4912
285,1,2775,22,1977,10,18791,0,4912
286,1,1611,10,809,42,18605,0,4912
287,1,3951,20,2236,8,19691,0,4912
288,0,378,0,16,1,7660,1,4912
289,0,300,1,0,2,8984,1,4912
290,1,348,18,2355,8,12917,0,4912
291,1,1328,9,1873,7,17246,0,4912
292,1,0,7,783,5,5379,0,4912
293,1,1573,10,510,12,17383,0,4912
294,1,1062,15,1289,1,6605,0,4912
295,0,300,0,57,1,3898,1,4912
296,1,5218,15,721,20,27378,0,4912
297,1,3817,12,2306,11,13131,0,4912
298,0,1485,21,0,8,33859,1,4912
299,1,4895,16,1987,8,34207,0,4912
300,1,12098,19,1786,26,37508,0,4912
301,1,3780,23,2235,24,29202,0,4912
302,1,2636,29,4278,12,28604,0,4912
303,1,3890,47,2168,10,33061,0,4912
304,1,5351,23,2322,33,35689,0,4912
305,1,1687,25,1081,22,21176,0,4912
306,1,3368,43,1170,32,34457,0,4912
307,1,3370,12,539,24,23215,0,4912
308,1,4107,35,1962,26,30624,0,4912
309,1,2357,18,1561,12,24955,0,4912
310,1,5436,17,2734,23,23769,0,4912
311,1,4663,24,1795,20,33526,0,4912
312,1,168,5,561,6,16261,1,4912
313,1,4878,17,2838,29,31137,0,4912
314,1,3725,17,2246,14,22330,0,4912
315,0,7928,4,0,7,13957,0,4912
316,1,1930,30,3088,21,37565,0,4912
317,1,3255,24,1105,14,20798,1,4912
318,1,5500,9,696,21,27037,0,4912
319,1,917,15,2659,5,11526,0,4912
320,1,4968,20,2202,38,40778,0,4912
321,1,5202,26,2736,23,28633,0,4912
322,1,3256,18,1695,13,25194,1,4912
323,1,2290,9,1709,13,25291,0,4912
324,1,3975,46,1744,18,25058,0,4912
325,1,4408,18,2384,14,32858,0,4912
326,1,2406,24,1785,12,27728,0,4912
327,1,344,18,2076,25,34160,0,5102
328,0,105,3,0,4,16721,0,5102
329,1,0,18,938,7,9807,0,5102
330,1,1637,21,1892,12,17725,0,5102
331,0,0,1,0,0,811,1,5102
332,1,1587,17,1489,18,37094,0,5102
333,1,300,14,867,2,6130,1,5102
334,1,0,6,1996,3,4316,1,5102
335,0,0,1,0,0,3006,1,5102
336,1,0,16,723,4,13298,0,5102
337,1,596,19,2289,20,29298,0,5102
338,1,591,62,2746,7,10445,0,5102
339,1,0,18,1389,4,18077,1,5102
340,1,2190,25,1560,8,30578,0,5102
341,1,0,15,908,7,8106,0,5102
342,1,300,17,1117,2,6037,0,5102
343,1,72,10,1510,8,18795,0,5102
344,1,398,45,1623,22,32051,0,5102
345,1,770,16,762,12,12835,0,5102
346,1,2704,23,2551,28,33534,0,5102
347,1,0,34,1655,4,16888,1,5102
348,1,121,17,2322,28,28861,0,5102
349,1,428,19,1764,10,23723,0,5102
350,1,85,27,1187,8,14371,0,5102
351,1,1062,20,2406,12,29026,0,5102
352,0,64,14,935,5,14151,0,5102
353,1,1424,11,1835,18,26581,0,5102
354,1,1925,24,1047,14,33590,0,5102
355,1,0,36,4468,10,29528,1,5102
356,1,444,20,1770,18,23797,0,5102
357,0,31,5,300,3,13070,0,5102
358,1,1173,16,1019,9,15479,0,5102
359,1,339,14,1312,17,23812,0,5102
360,1,349,15,1479,12,23096,0,5102
361,0,0,4,0,0,10597,1,5102
362,1,1344,30,1728,9,31780,0,5102
363,1,1123,26,2221,11,27954,0,5102
364,1,1470,39,1775,40,32168,0,5102
365,1,396,29,1181,8,19797,0,5102
366,1,337,24,3338,4,22179,0,5102
367,1,56,8,692,5,14518,0,5102
368,1,342,8,1602,6,20126,0,5102
369,0,0,2,0,2,8014,0,5102
370,1,57,23,1117,9,21323,0,5102
371,1,1469,13,1931,14,22545,0,5102
372,1,1096,35,3489,17,28329,0,5102
373,1,415,26,3072,35,30780,0,5102
374,1,1237,25,2069,9,24099,0,5102
375,0,300,3,339,5,21867,0,5102
376,1,990,59,1819,15,27492,0,5102
377,1,692,36,1829,8,27676,0,5102
378,1,34,34,1960,4,18077,1,5102
379,1,629,57,3843,21,14410,0,5102
380,0,1087,3,0,18,25634,0,5102
381,0,1226,4,348,9,9577,1,5102
382,1,496,16,617,8,14679,0,5102
383,1,305,26,1220,6,17816,0,5102
384,1,2356,33,2842,20,43899,1,5102
385,1,1703,17,3250,9,25707,1,5102
386,1,430,20,3407,13,13938,0,5102
387,1,1685,18,1231,11,20917,0,5102
388,1,1945,15,1908,20,33658,0,5102
389,1,282,22,1177,9,22553,0,5102
390,0,0,4,0,0,4145,1,5102
391,1,121,17,781,8,11267,0,5102
392,1,306,8,1504,4,14048,1,5102
393,1,1126,24,1309,17,22986,0,5102
394,1,0,10,688,3,9350,1,5102
395,1,28,13,1483,5,16706,0,5102
396,1,459,12,941,11,16190,0,5102
397,1,0,19,2336,6,16759,0,5102
398,1,672,24,2648,19,29537,0,5102
399,0,1221,4,0,4,7344,1,5102
400,1,363,24,1209,10,16439,0,5102
401,1,392,30,1185,8,18859,0,5102
402,0,0,15,0,0,14750,1,5102
403,0,1261,6,0,5,13920,1,5102
404,0,352,18,2161,33,26423,1,5102
405,1,533,26,827,16,15132,0,5102
406,1,0,54,2660,12,17629,1,5102
407,1,3817,36,2963,38,51474,0,5102
408,1,104,9,1304,6,13020,0,5102
409,1,44,26,3397,8,18551,0,5102
410,1,787,32,2760,7,10297,0,5102
411,1,1114,25,4002,25,39873,0,5102
412,1,0,23,1294,8,20561,0,5102
413,0,0,1,0,0,3391,1,5102
414,0,620,1,0,4,4555,1,5102
415,1,984,49,1012,11,11727,0,5102
416,1,427,10,2746,19,20409,0,5102
417,1,1131,42,1973,10,10902,0,5102
418,1,0,15,1637,4,7154,1,5786
419,0,0,1,0,2,6567,1,5786
420,1,1861,15,855,8,11497,1,5786
421,0,0,1,0,0,4122,1,5786
422,1,2118,14,371,12,13346,0,5786
423,0,0,2,107,8,8467,1,5786
424,1,15444,63,2070,110,112332,0,5786
425,1,498,14,2075,6,14878,0,5786
426,1,2727,10,668,15,21018,0,5786
427,1,2981,10,160,11,10455,0,5786
428,1,0,10,1257,5,8473,0,5786
429,1,407,8,486,13,19830,0,5786
430,1,1453,24,1421,15,18181,0,5786
431,1,5919,30,2567,9,24432,0,5786
432,1,2872,6,959,17,15458,1,5786
433,1,2805,18,1353,15,14587,0,5786
434,1,1071,7,2487,13,14012,1,5786
435,1,7717,18,772,29,29991,0,5786
436,1,208,5,419,8,11558,0,5786
437,1,307,7,794,6,6934,1,5786
438,1,6283,26,617,41,28343,0,5786
439,1,5194,19,1643,13,24569,0,5786
440,1,4272,30,3625,11,28085,0,5786
441,1,0,10,675,3,4865,0,5786
442,1,1355,22,1940,5,23651,0,5786
443,1,0,9,912,7,11222,1,5786
444,0,671,2,300,4,3869,1,5786
445,1,2371,20,1382,61,29684,0,5786
446,1,1956,55,1099,22,30784,0,5786
447,1,1684,41,979,7,30774,0,5786
448,1,12053,92,3793,119,105294,0,5786
449,1,755,9,1018,7,24017,0,5786
450,1,2557,21,519,16,43755,0,5786
451,1,3208,24,1418,12,19048,0,5786
