,Questionario_Quantidade_Somado,Forum_TempoUso_Somado,Log_Post_Quantidade_Somado,Questionario_TempoUso_Somado,Login_Quantidade,Turno_TempoUsoTotal_Somado,Evadido,CodigoTurma
452,1,705,18,1441,15,30822,0,5786
453,1,4780,31,1168,30,47042,0,5786
454,1,2626,27,767,18,37960,0,5786
455,1,4454,42,3263,50,35969,0,5786
456,1,16985,93,1972,276,114070,0,5786
457,1,913,8,1805,5,13295,0,5786
458,0,659,7,30,8,12700,0,5786
459,1,6373,26,972,18,30094,0,5786
460,1,7758,20,1245,46,38847,0,5786
461,1,5565,15,1575,4,19912,0,5786
462,1,3823,49,2053,8,36361,0,5786
463,1,5960,15,1171,23,23827,0,5786
464,1,5021,24,2119,53,58741,0,5786
465,1,4196,50,1617,32,59822,0,5786
466,0,2724,11,0,3,25938,1,5786
467,1,8039,16,1063,17,36579,0,5786
468,1,2816,28,1806,15,32968,0,5786
469,1,6970,23,3710,23,49911,0,5786
470,1,2738,14,1190,31,31892,0,5786
471,1,8629,19,1518,22,43527,0,5786
472,1,1598,13,928,13,14715,0,5786
473,1,3419,19,3151,10,32118,0,5786
474,1,8087,16,2474,14,44797,0,5786
475,1,3807,25,651,21,25171,1,5786
476,1,2504,18,2152,10,18659,0,5786
477,1,165,8,318,15,30321,1,5786
478,1,5625,27,1372,10,31585,0,5786
479,1,7170,39,5217,44,65056,0,5786
480,1,5036,22,3676,30,40553,0,5786
481,1,9872,21,3201,73,80324,0,5786
482,1,6877,22,2120,23,48894,0,5786
483,1,3077,109,2427,25,41922,0,5786
484,1,606,20,3038,8,26098,0,5786
485,0,1761,4,0,13,11368,0,5786
486,1,5617,25,3393,10,28549,0,5786
487,1,1033,23,4922,17,24252,1,5786
488,1,1592,24,852,43,34744,0,5786
489,1,2306,13,1916,8,31139,0,5786
490,1,8072,46,2664,57,31953,0,5786
491,1,676,25,1326,5,17038,0,5786
492,1,1115,11,1178,6,12967,0,5786
493,1,8297,16,2192,13,40972,0,5786
494,1,1974,15,1988,5,10046,1,5786
495,1,3524,35,3699,13,29416,0,5786
496,1,4383,34,5954,31,47510,0,5786
497,1,9836,24,3654,26,42408,0,5786
498,1,758,9,469,7,8413,0,5786
499,1,5243,29,2967,15,25640,0,5786
500,1,6645,24,1193,8,28356,0,5786
501,1,7032,32,2212,23,39220,0,5786
502,0,0,2,0,0,2240,1,5786
503,1,7183,21,1433,11,30178,0,5786
504,1,4425,14,1292,12,13524,0,5786
505,0,0,0,0,4,2440,1,6019
506,1,1263,18,1656,10,22594,0,6019
507,0,776,1,300,2,1692,0,6019
508,0,300,3,0,1,2485,1,6019
509,1,1806,23,1418,9,12006,1,6019
510,1,1279,16,1558,8,14990,0,6019
511,1,1,10,1391,3,7832,0,6019
512,1,0,16,1529,2,10359,0,6019
513,0,1795,2,0,4,11530,0,6019
514,0,2271,3,0,4,7669,1,6019
515,1,529,8,791,9,11271,0,6019
516,0,1326,3,0,5,7839,0,6019
517,0,1631,4,300,6,9804,0,6019
518,0,3345,10,83,13,15024,0,6019
519,0,2663,3,675,16,16350,0,6019
520,1,7005,28,2745,26,68036,0,6019
521,0,0,0,0,0,0,1,6019
522,0,646,3,0,1,3901,0,6019
523,1,2768,21,2153,22,32274,0,6019
524,1,2086,10,602,9,15284,0,6019
525,0,1453,3,72,37,30592,1,6019
526,1,303,18,2129,12,16550,0,6019
527,0,3957,4,394,11,23069,0,6019
528,1,5422,20,2371,14,30410,0,6019
529,1,714,9,814,6,10887,0,6019
530,0,0,3,0,1,11758,1,6019
531,0,1056,4,0,1,9376,0,6019
532,1,4176,14,1192,36,36925,0,6019
533,1,2649,15,4076,12,23654,0,6019
534,0,424,3,0,1,10137,1,6019
535,1,3701,31,6219,23,34081,0,6019
536,0,0,5,300,1,7582,1,6019
537,0,1327,4,1603,6,17571,0,6019
538,0,706,3,21,5,12575,0,6019
539,0,1282,6,126,5,14206,0,6019
540,0,312,4,421,7,8943,1,6019
541,1,1972,22,1400,10,22243,0,6019
542,1,937,11,1010,13,15350,0,6019
543,1,69,17,733,7,13976,0,6019
544,0,0,2,0,1,12427,1,6019
545,0,631,9,12,5,16648,0,6019
546,1,1786,18,663,7,14373,0,6019
547,1,3306,8,1380,12,14630,0,6019
548,0,47,5,10,10,32600,1,6019
549,1,2509,9,1943,21,25480,0,6019
550,0,261,5,123,4,13132,0,6019
551,0,300,5,300,4,26583,0,6019
552,0,1065,3,0,4,9161,1,6019
553,1,3710,11,2067,18,31284,0,6019
554,0,2082,8,391,10,15012,0,6019
555,0,2221,6,6,6,16841,0,6019
556,1,3039,28,2057,9,18930,0,6019
557,0,0,3,0,0,3635,0,6019
558,0,0,1,0,0,6163,1,6019
559,0,2918,4,18,6,12562,0,6019
560,0,0,0,0,0,0,1,6019
561,0,509,0,0,2,5858,1,6019
562,1,2570,24,1309,10,20934,0,6019
563,0,340,3,0,5,10868,0,6019
564,0,0,0,0,0,331,1,6019
565,0,0,1,0,0,3842,1,6019
566,0,348,5,0,1,14470,0,6019
567,0,2048,7,225,7,16434,0,6019
568,0,310,3,631,13,16792,0,6019
569,0,811,3,0,5,12554,0,6019
570,0,3401,10,73,19,21338,0,6019
571,0,1266,12,606,8,12783,0,6019
572,0,1863,3,0,3,7935,0,6019
573,1,1314,14,1051,16,12933,0,6019
574,0,0,1,0,1,1336,0,6395
575,0,0,0,0,1,2158,1,6395
576,0,0,3,0,0,5477,0,6395
577,0,134,5,359,7,7642,0,6395
578,1,3086,14,1184,9,14835,0,6395
579,1,3788,21,1433,17,24663,0,6395
580,0,1599,1,38,5,2863,0,6395
581,0,0,1,0,0,2843,1,6395
582,0,300,1,0,2,4113,1,6395
583,0,674,3,300,4,14170,1,6395
584,0,0,0,0,0,0,1,6395
585,1,822,9,1121,3,8351,0,6395
586,1,1335,14,1424,14,14513,0,6395
587,0,0,0,0,0,0,1,6395
588,1,1663,19,1588,7,20408,0,6395
589,0,0,2,0,0,5601,1,6395
590,0,5102,9,0,6,18293,0,6395
591,0,847,5,300,3,8435,0,6395
592,0,0,0,0,0,869,1,6395
593,0,0,4,0,0,7761,1,6395
594,0,377,2,300,1,9154,1,6395
595,1,6206,14,2672,26,26059,0,6395
596,1,1156,22,2285,24,24316,0,6395
597,1,4129,19,985,49,23831,0,6395
598,0,0,1,0,0,2215,0,6395
599,0,0,1,0,0,5294,0,6395
600,0,75,4,300,2,15812,0,6395
601,1,3514,20,1623,22,24909,0,6395
602,0,0,4,0,2,10785,1,6395
603,0,300,4,0,4,11488,1,6395
604,0,0,5,0,2,19795,1,6395
605,0,321,3,0,3,13897,0,6395
606,0,1313,7,633,9,14675,1,6395
607,1,6463,14,1184,16,30165,0,6395
608,0,465,6,159,2,8118,0,6395
609,1,2407,17,732,12,15733,0,6395
610,1,2451,15,695,10,12929,0,6547
611,0,723,5,0,3,11966,0,6547
612,1,2273,30,3349,5,19860,0,6547
613,0,601,2,300,4,8970,1,6547
614,0,864,0,81,10,5314,0,6547
615,0,3041,4,358,22,15422,1,6547
616,1,676,16,777,7,7752,0,6547
617,0,1339,10,876,9,19211,0,6547
618,0,1415,4,0,6,14009,0,6547
619,0,2229,4,0,7,14315,0,6547
620,1,2974,18,1942,22,17269,0,6547
621,0,1183,3,0,6,10568,1,6547
622,0,605,4,0,2,6644,1,6547
623,0,1137,1,0,7,11292,1,6547
624,0,307,0,300,8,9255,0,6547
625,1,1687,17,1606,12,16692,0,6547
626,0,707,3,0,2,4977,1,6547
627,1,2160,12,1317,7,14279,0,6547
628,0,903,30,0,6,10043,1,6547
629,0,1250,3,0,10,16272,0,6547
630,1,2695,30,2536,5,23398,0,6547
631,1,3564,28,1345,12,22914,0,6547
632,0,0,2,0,0,10806,1,6547
633,1,112,6,748,7,10202,0,6547
634,0,0,2,0,2,4010,0,6547
635,1,310,11,1319,12,27675,0,6547
636,1,2394,17,2587,12,21857,0,6547
637,0,1032,3,10,9,10055,0,6547
638,1,5419,17,968,27,27705,0,6547
639,1,1706,20,1943,13,16323,0,6547
640,1,7162,36,2297,21,35412,0,6547
641,1,38,7,799,9,18562,1,6547
642,0,726,7,0,5,7497,0,6547
643,0,323,2,0,9,9497,0,6547
644,0,2763,3,463,18,19997,0,6547
645,0,300,0,0,2,1708,1,6547
646,1,4248,20,985,53,41433,0,6547
647,1,8295,16,3227,61,70917,1,6547
648,0,1920,5,6,5,15862,0,6547
649,1,1956,17,1312,8,19609,0,6547
650,0,606,5,0,3,11440,0,6547
651,1,6471,35,1542,38,52067,0,6547
652,0,4626,10,779,23,37872,0,6547
653,1,2974,10,592,9,16720,0,6547
654,1,9497,65,1254,32,36850,0,6547
655,1,1729,10,981,9,23931,0,6547
656,1,4749,17,2027,12,33479,0,6547
657,0,1335,2,0,3,11231,0,6547
658,0,2978,5,717,8,28648,0,6547
659,0,1045,2,82,22,17597,0,6547
660,0,3335,6,0,13,28738,0,6547
661,1,3264,14,1423,12,22395,0,6547
662,1,4005,20,1215,14,35563,0,6547
663,1,5390,14,1612,15,22615,0,6547
664,1,708,17,1986,12,16057,0,6547
665,1,4350,17,1590,16,22841,0,6547
666,1,3445,20,1357,26,26625,0,6547
667,1,371,9,1385,9,14794,0,6547
668,1,3251,16,2674,11,22645,0,6547
669,0,63,5,0,2,14996,1,6547
670,0,0,1,0,0,2816,1,6547
671,1,1700,18,1430,5,18027,0,6547
672,1,9228,25,994,66,46744,0,6547
673,1,2599,18,1371,11,17121,0,6547
674,1,648,17,2447,5,14373,1,6547
675,0,1420,3,0,2,13024,1,6547
676,1,4175,16,746,17,20368,0,6547
677,0,989,5,424,13,19341,1,6547
678,0,0,0,0,0,1008,1,6547
679,1,1286,20,786,3,15138,1,6547
680,1,2648,20,974,11,13229,0,6547
681,1,849,20,3169,5,17596,1,6547
682,0,4129,4,401,11,34163,0,6547
683,0,1195,1,0,3,5363,1,6547
684,1,4194,48,2583,17,24525,0,6547
685,0,0,0,0,0,312,0,6547
686,0,2581,2,65,12,6059,0,6547
687,1,6095,44,3288,15,37675,0,7111
688,0,1588,19,1652,7,14779,0,7111
689,0,0,0,0,0,0,1,7111
690,0,0,0,0,0,0,1,7111
691,0,0,1,0,0,2578,1,7111
692,0,418,1,0,7,4024,1,7111
693,0,504,3,0,3,8862,0,7111
694,0,0,0,0,0,300,1,7111
695,0,4059,2,0,2,10077,0,7111
696,0,0,0,0,0,4742,1,7111
697,0,1692,3,8,10,8694,1,7111
698,0,0,1,0,0,509,1,7111
699,0,0,0,0,0,0,1,7111
700,0,0,0,0,0,2418,1,7111
701,0,0,17,0,0,3707,1,7111
702,0,300,0,0,1,1247,1,7111
703,0,1346,2,0,9,5213,0,7111
704,0,0,4,0,1,5896,0,7111
705,0,600,0,0,1,4174,0,7111
706,0,7537,12,231,41,33885,0,7111
707,0,3387,18,226,13,18814,0,7111
708,0,0,3,0,0,2158,1,7111
709,0,4033,12,953,20,25754,0,7111
710,0,7755,15,1915,15,25273,0,7111
711,1,743,8,726,10,9660,0,7111
712,0,1167,78,398,7,22804,0,7111
713,0,0,1,0,0,4108,0,7111
714,0,2929,6,66,8,13858,0,7111
715,0,0,0,0,0,0,1,7111
716,0,341,4,9,7,7314,0,7111
717,1,4118,15,907,18,24946,0,7111
718,1,3607,9,133,5,12901,1,7111
719,1,985,15,763,10,11273,0,7111
720,0,1057,12,0,4,9858,0,7111
721,0,654,7,308,2,3842,0,7111
722,0,1181,5,109,6,10057,0,7111
723,0,4422,4,1658,24,23927,0,7111
724,0,8,2,300,2,2250,0,7111
725,0,909,13,0,2,11860,1,7111
726,1,2169,14,748,5,17441,0,7111
727,0,1582,6,19,10,12520,0,7111
728,0,163,5,930,3,12211,0,7111
729,1,2141,9,1946,6,12474,0,7111
730,0,2712,5,0,3,5553,0,7111
731,0,460,1,0,5,3437,0,7111
732,1,2881,27,980,7,19338,1,7111
733,1,592,8,1062,6,16489,0,7111
734,1,7946,22,4265,48,40698,0,7111
735,0,420,2,0,5,5363,0,7111
736,0,5209,56,305,21,44123,0,7111
737,0,3812,20,1237,28,34361,0,7111
738,1,5475,21,1186,21,38083,0,7111
739,1,2713,61,1841,21,45075,0,7111
740,1,4156,25,2864,17,27473,0,7111
741,0,2055,5,236,4,7825,0,7111
742,0,1361,4,0,6,17370,1,7111
743,1,9091,33,1076,36,32226,0,7111
744,0,144,10,0,5,12410,0,7111
745,1,6579,38,2164,21,49298,0,7111
746,0,1348,9,0,9,21227,1,7111
747,0,3556,38,447,17,34614,0,7111
748,1,60,11,1891,22,20451,0,7111
749,1,2278,11,917,8,15457,0,7111
750,0,254,1,618,6,7435,0,7111
751,1,4605,109,6303,26,39982,0,7111
752,0,505,2,18,2,3837,1,7111
753,0,2087,5,65,9,15089,0,7111
754,0,554,5,0,6,7385,1,7111
755,0,331,9,600,7,18516,0,7111
756,0,1599,4,72,13,16813,0,7111
757,0,1275,2,0,7,10373,1,7385
758,1,1071,7,891,14,14429,1,7385
759,0,0,0,0,0,1325,1,7385
760,1,2072,9,967,12,20154,0,7385
761,0,0,1,396,2,3058,1,7385
762,0,0,1,0,2,3203,1,7385
763,0,936,3,0,8,10784,1,7385
764,1,2715,7,773,31,27808,0,7385
765,0,1011,1,0,10,7599,0,7385
766,1,1072,6,674,16,21919,1,7385
767,1,2089,7,1304,32,20322,0,7385
768,0,1009,2,0,1,2971,1,7385
769,0,3418,9,1149,24,11443,0,7385
770,1,5250,10,2559,24,30304,0,7385
771,0,9926,10,935,54,45955,0,7385
772,0,395,4,25,13,22895,1,7385
773,0,0,12,0,0,17022,1,7385
774,0,1290,3,194,10,18223,0,7385
775,0,3036,2,57,7,9291,1,7385
776,0,686,3,34,8,13034,0,7385
777,0,0,1,0,0,6064,1,7385
778,0,1165,1,0,1,2071,1,7385
779,0,653,3,0,7,14261,1,7385
780,0,2955,26,2275,28,26026,0,7385
781,1,2612,38,1280,20,26089,0,7385
782,0,95,4,10,11,16200,1,7385
783,1,4898,12,1615,25,23308,1,7385
784,0,609,1,0,3,4630,1,7385
785,0,437,3,27,11,13482,0,7385
786,1,1529,9,1943,7,22651,0,7385
787,1,4691,14,1803,38,52711,0,7385
788,0,1736,3,0,4,17955,1,7385
789,1,1616,10,337,7,12334,0,7385
790,1,7544,9,1885,56,39079,0,7385
791,0,0,0,0,0,0,1,7385
792,1,2104,9,945,4,14978,0,7385
793,0,4235,7,1970,17,26665,1,7385
794,1,8194,23,1636,31,41074,0,7385
795,1,2302,7,1491,19,16692,0,7385
796,0,0,8,0,3,10587,0,7385
797,1,429,5,617,7,10176,0,7385
798,0,1558,11,414,36,26471,1,7385
799,1,2591,15,1622,27,17255,0,7385
800,1,2322,23,1022,32,42196,0,7385
801,0,1555,5,623,6,18629,1,7385
802,0,0,3,0,10,17132,0,7385
803,1,6585,18,1815,40,49535,0,7385
804,1,2397,9,1011,16,15672,0,7385
805,1,10011,20,1507,96,51029,0,7385
806,0,1862,10,70,18,35448,1,7385
807,0,2611,6,24,6,19572,0,7385
808,0,2985,2,250,20,21049,0,7385
809,1,1209,8,512,5,8450,0,7385
810,0,6328,21,715,28,46559,0,7385
811,1,6561,18,1448,28,37667,0,7385
812,1,2215,18,1939,15,35276,0,7385
813,0,1368,4,44,8,14220,0,7385
814,1,1506,19,1602,20,18361,0,7385
815,0,5833,4,366,17,27547,0,7385
816,0,314,2,300,7,18232,0,7385
817,0,1327,6,0,4,17467,1,7385
818,0,3094,10,119,11,15801,0,7385
819,1,1168,29,1269,12,32757,0,7385
820,0,694,5,292,19,24063,1,7385
821,1,5427,10,1061,18,21185,0,7385
822,0,0,0,0,4,4028,1,7385
823,0,0,0,0,4,4028,1,7385
824,1,3213,14,1343,15,30798,0,7385
825,1,2373,13,1110,30,26753,1,7385
826,1,613,10,1285,8,7571,0,7385
827,0,1503,16,21,12,26887,0,7385
828,0,2680,10,1286,7,19295,0,7385
829,1,3478,44,2360,14,30165,0,7385
830,0,0,5,0,0,16769,0,7385
831,0,2494,3,430,13,9615,1,7385
832,0,741,10,90,27,16240,0,7385
833,0,966,6,0,15,24270,0,7385
834,1,693,10,697,4,11942,1,7385
835,0,2011,7,604,9,15227,1,7385
836,0,1411,25,300,25,21770,1,7385
837,0,1175,10,48,16,22636,0,7385
838,1,3651,10,878,21,18678,0,7385
839,0,1044,12,2481,29,32540,0,7385
840,0,1259,1,0,8,10000,0,7385
841,1,3063,16,1694,30,20167,1,7385
842,1,709,9,505,8,17974,0,7385
843,0,366,2,0,6,6182,0,7385
844,1,11400,16,4805,48,60632,0,7385
845,0,300,0,0,0,4247,1,7385
846,1,5850,20,2879,26,42812,0,7385
847,1,2378,4,2345,9,10593,0,7385
848,0,300,1,0,2,5025,0,7525
849,0,66,1,6,2,2814,0,7525
850,0,1293,11,0,9,13127,0,7525
851,0,0,1,0,2,1501,1,7525
852,1,396,10,599,6,7858,1,7525
853,1,1940,18,469,10,12664,0,7525
854,0,0,0,0,0,330,0,7525
855,0,365,5,0,6,12309,0,7525
856,0,333,2,300,5,5543,1,7525
857,0,668,1,4,4,2991,1,7525
858,0,0,0,0,0,0,1,7525
859,0,851,6,300,8,10227,0,7525
860,0,0,0,0,0,0,1,7525
861,0,395,3,0,6,3412,1,7525
862,1,2010,6,506,9,9275,0,7525
863,0,108,1,0,8,7648,1,7525
864,1,3265,22,1774,29,35586,0,7525
865,0,1094,1,0,7,4669,1,7525
866,0,0,3,0,0,5154,1,7525
867,0,0,0,0,0,303,1,7525
868,0,811,1,0,1,5252,1,7525
869,0,0,0,0,0,0,1,7525
870,1,670,7,559,11,6789,1,7525
871,0,617,5,984,20,17416,0,7525
872,1,2847,44,901,28,33070,0,7525
873,1,2564,60,2194,16,30975,0,7525
874,0,185,2,300,11,11271,0,7525
875,0,0,1,0,0,2581,0,7525
876,1,942,30,539,20,27709,0,7525
877,1,380,60,1151,10,23523,0,7525
878,0,60,4,247,7,10217,1,7525
879,1,3469,36,1022,19,37679,0,7525
880,1,1105,34,653,7,14115,0,7525
881,1,2154,7,846,7,10857,0,7525
882,0,36,0,0,5,2565,0,7525
883,1,4329,16,824,22,22463,0,7525
884,1,3313,21,1876,16,23012,1,7525
885,1,2096,16,1589,42,25996,1,7525
886,0,1087,6,0,9,14772,0,7525
887,0,1300,4,0,4,4147,1,7525
888,1,2368,9,842,8,13356,0,7525
889,0,450,20,0,11,15674,0,7525
890,0,981,2,0,10,5304,1,7525
891,1,3441,10,344,9,10530,0,7525
892,1,5265,77,1632,35,35314,0,7525
893,1,1327,121,867,16,25726,0,7525
894,1,2332,21,1454,26,18568,0,7525
895,1,348,24,1583,27,25361,0,7525
896,0,0,3,300,3,11564,0,7525
897,1,1624,11,359,21,11127,0,7525
898,0,0,0,0,0,540,1,7525
899,1,1951,11,938,13,20451,0,7525
900,0,6,4,123,10,10428,1,7525
901,1,8759,27,875,13,42804,0,7525
902,1,2063,59,1909,33,33275,0,7525
903,0,1252,8,76,8,17631,0,7525
904,1,4145,76,1207,17,43617,1,7525
905,1,9275,23,1306,33,60445,0,7525
906,1,2362,16,1963,9,31968,0,7525
907,0,125,9,600,6,21307,0,7525
908,0,0,2,0,0,6400,1,7525
909,0,2162,7,193,18,18208,0,7525
910,1,794,7,1634,27,23738,0,7525
911,1,0,13,1661,4,7417,0,7525
912,1,3718,12,1303,8,25142,0,7525
913,1,397,19,1149,7,22020,0,7525
914,0,676,3,0,5,14889,1,7525
915,0,3164,24,0,8,21482,0,7525
916,0,0,2,347,7,8969,0,7525
917,1,1893,13,2226,12,20831,1,7525
918,1,925,23,1414,16,16316,0,7525
919,1,1405,37,1646,5,28578,0,7525
920,0,975,14,0,5,15684,1,7525
921,0,55,2,0,4,8522,1,7525
922,0,498,5,0,9,9387,0,7525
923,0,1311,4,320,13,12620,1,7525
924,1,300,11,1985,3,8443,0,7525
925,0,0,0,0,0,2761,1,7525
